transaction_id,customer_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,transactin_month,profit
4170,2604,8/16/2017,TRUE,Approved,Solex,Standard,low,medium,1289.85,$74.51,August,"$1,215.34"
4171,319,5/9/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1769.64,$108.76,May,"$1,660.88"
4172,832,3/1/2017,TRUE,Approved,Trek Bicycles,Mountain,low,medium,574.64,$459.71,March,$114.93
4173,987,8/10/2017,TRUE,Approved,OHM Cycles,Standard,low,medium,1793.43,$248.82,August,"$1,544.61"
4174,2259,7/18/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1231.15,$161.60,July,"$1,069.55"
4175,865,5/22/2017,TRUE,Approved,OHM Cycles,Standard,high,medium,2005.66,"$1,203.40",May,$802.26
4176,2458,12/26/2017,TRUE,Approved,Trek Bicycles,Standard,medium,large,2091.47,$388.92,December,"$1,702.55"
4177,3393,7/30/2017,TRUE,Approved,Norco Bicycles,Standard,medium,medium,360.4,$270.30,July,$90.10
4178,1844,1/26/2017,FALSE,Approved,Giant Bicycles,Standard,medium,small,1311.44,"$1,167.18",January,$144.26
4179,1306,6/12/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,752.64,$205.36,June,$547.28
4180,2671,8/5/2017,FALSE,Approved,Trek Bicycles,Road,low,small,1720.7,"$1,531.42",August,$189.28
4181,2689,1/21/2017,TRUE,Approved,Solex,Standard,low,medium,1289.85,$74.51,January,"$1,215.34"
4182,2247,6/18/2017,TRUE,Approved,Solex,Standard,medium,medium,71.49,$53.62,June,$17.87
4183,2965,8/2/2017,TRUE,Approved,Norco Bicycles,Road,high,large,774.53,$464.72,August,$309.81
4184,2374,12/12/2017,FALSE,Approved,OHM Cycles,Standard,medium,medium,912.52,$141.40,December,$771.12
4185,3134,4/19/2017,TRUE,Approved,Giant Bicycles,Standard,medium,medium,1403.5,$954.82,April,$448.68
4186,2256,4/17/2017,TRUE,Approved,Norco Bicycles,Standard,low,medium,958.74,$748.90,April,$209.84
4187,2045,8/6/2017,FALSE,Approved,WeareA2B,Touring,medium,large,1362.99,$57.74,August,"$1,305.25"
4188,2224,2/4/2017,TRUE,Approved,Giant Bicycles,Road,medium,medium,1538.99,$829.65,February,$709.34
4189,2105,10/3/2017,FALSE,Approved,WeareA2B,Standard,low,medium,642.31,$513.85,October,$128.46
4190,492,10/1/2017,TRUE,Approved,Giant Bicycles,Standard,medium,medium,1403.5,$954.82,October,$448.68
4191,730,1/15/2017,FALSE,Approved,OHM Cycles,Standard,medium,medium,183.86,$137.90,January,$45.96
4192,1660,10/15/2017,FALSE,Approved,Solex,Standard,medium,medium,441.49,$84.99,October,$356.50
4193,377,2/21/2017,TRUE,Approved,Norco Bicycles,Standard,medium,medium,360.4,$270.30,February,$90.10
4194,2520,7/7/2017,TRUE,Approved,Norco Bicycles,Standard,low,medium,363.01,$290.41,July,$72.60
4195,3021,10/31/2017,FALSE,Approved,Norco Bicycles,Standard,low,medium,363.01,$290.41,October,$72.60
4196,2573,12/16/2017,TRUE,Approved,OHM Cycles,Standard,high,medium,227.88,$136.73,December,$91.15
4197,2645,4/29/2017,TRUE,Approved,Norco Bicycles,Mountain,low,small,688.63,$612.88,April,$75.75
4198,2068,7/14/2017,TRUE,Approved,WeareA2B,Touring,medium,large,1362.99,$57.74,July,"$1,305.25"
4199,3296,8/15/2017,TRUE,Approved,Trek Bicycles,Standard,low,medium,1057.51,$154.40,August,$903.11
4200,2556,4/29/2017,FALSE,Approved,Norco Bicycles,Standard,low,medium,958.74,$748.90,April,$209.84
4201,2202,3/2/2017,TRUE,Approved,Trek Bicycles,Mountain,low,medium,574.64,$459.71,March,$114.93
4202,175,7/30/2017,TRUE,Approved,Giant Bicycles,Road,medium,medium,1538.99,$829.65,July,$709.34
4203,133,12/4/2017,TRUE,Approved,Solex,Standard,high,medium,1024.66,$614.80,December,$409.86
4204,2651,6/21/2017,FALSE,Approved,Trek Bicycles,Road,medium,large,1894.19,$598.76,June,"$1,295.43"
4205,3417,7/20/2017,FALSE,Approved,Trek Bicycles,Road,low,medium,980.37,$234.43,July,$745.94
4206,1328,6/27/2017,TRUE,Approved,OHM Cycles,Standard,high,medium,1458.17,$874.90,June,$583.27
4207,1678,5/13/2017,FALSE,Approved,OHM Cycles,Standard,medium,medium,183.86,$137.90,May,$45.96
4208,468,4/11/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1762.96,$950.52,April,$812.44
4209,3004,9/8/2017,FALSE,Approved,OHM Cycles,Standard,medium,medium,912.52,$141.40,September,$771.12
4210,1663,9/24/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1762.96,$950.52,September,$812.44
4211,1955,6/17/2017,FALSE,Approved,Norco Bicycles,Road,medium,medium,1036.59,$206.35,June,$830.24
4212,2993,10/27/2017,FALSE,Approved,Norco Bicycles,Road,medium,medium,543.39,$407.54,October,$135.85
4213,40,7/26/2017,TRUE,Approved,Solex,Standard,medium,large,1071.23,$380.74,July,$690.49
4214,2885,7/30/2017,FALSE,Approved,Giant Bicycles,Standard,medium,medium,1403.5,$954.82,July,$448.68
4215,2076,1/5/2017,FALSE,Approved,Norco Bicycles,Road,medium,large,1240.31,$795.10,January,$445.21
4216,2245,3/27/2017,TRUE,Approved,Solex,Standard,medium,large,1071.23,$380.74,March,$690.49
4217,424,1/9/2017,FALSE,Approved,Giant Bicycles,Touring,medium,large,1873.97,$863.95,January,"$1,010.02"
4218,1509,1/10/2017,TRUE,Approved,Solex,Road,medium,medium,416.98,$312.74,January,$104.24
4219,213,6/12/2017,FALSE,Approved,Trek Bicycles,Mountain,low,medium,574.64,$459.71,June,$114.93
4220,3391,9/28/2017,FALSE,Approved,Solex,Standard,medium,large,202.62,$151.96,September,$50.66
4221,1304,1/15/2017,FALSE,Approved,Trek Bicycles,Standard,low,medium,1057.51,$154.40,January,$903.11
4222,3449,4/26/2017,FALSE,Approved,OHM Cycles,Road,medium,medium,1280.28,$829.51,April,$450.77
4223,2479,5/5/2017,TRUE,Approved,,,,,402.14,,May,402.14
4224,2517,3/3/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1992.93,$762.63,March,"$1,230.30"
4225,2405,5/2/2017,FALSE,Approved,,,,,710.55,,May,710.55
4226,2249,4/12/2017,FALSE,Approved,Giant Bicycles,Standard,medium,large,1635.3,$993.66,April,$641.64
4227,1597,8/4/2017,FALSE,Approved,Solex,Standard,high,medium,748.17,$448.90,August,$299.27
4228,3464,6/4/2017,FALSE,Approved,,,,,1142.89,,June,1142.89
4229,1838,10/7/2017,FALSE,Approved,OHM Cycles,Standard,low,medium,1793.43,$248.82,October,"$1,544.61"
4230,3314,11/2/2017,TRUE,Approved,OHM Cycles,Road,medium,small,1810,"$1,610.90",November,$199.10
4231,99,9/26/2017,TRUE,Approved,Trek Bicycles,Standard,high,medium,358.39,$215.03,September,$143.36
4232,354,1/17/2017,TRUE,Approved,Solex,Standard,medium,large,202.62,$151.96,January,$50.66
4233,9,10/13/2017,FALSE,Approved,Solex,Standard,low,medium,945.04,$507.58,October,$437.46
4234,3119,1/17/2017,TRUE,Approved,Trek Bicycles,Road,medium,large,1894.19,$598.76,January,"$1,295.43"
4235,2593,1/6/2017,TRUE,Approved,Giant Bicycles,Standard,medium,medium,642.7,$211.37,January,$431.33
4236,2341,10/17/2017,FALSE,Approved,Solex,Standard,medium,large,1061.56,$733.58,October,$327.98
4237,2276,12/3/2017,TRUE,Approved,OHM Cycles,Touring,low,medium,1073.07,$933.84,December,$139.23
4238,3351,2/15/2017,TRUE,Approved,OHM Cycles,Touring,low,medium,1073.07,$933.84,February,$139.23
4239,51,1/1/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1231.15,$161.60,January,"$1,069.55"
4240,3007,4/23/2017,FALSE,Approved,Norco Bicycles,Mountain,low,small,688.63,$612.88,April,$75.75
4241,1789,8/20/2017,TRUE,Approved,Trek Bicycles,Standard,high,medium,495.72,$297.43,August,$198.29
4242,2045,10/17/2017,TRUE,Approved,OHM Cycles,Standard,medium,medium,912.52,$141.40,October,$771.12
4243,3002,1/6/2017,TRUE,Approved,Giant Bicycles,Road,medium,medium,792.9,$594.68,January,$198.22
4244,1786,7/9/2017,FALSE,Approved,Norco Bicycles,Road,medium,medium,1036.59,$206.35,July,$830.24
4245,2904,9/20/2017,FALSE,Approved,WeareA2B,Touring,medium,large,1362.99,$57.74,September,"$1,305.25"
4246,1844,1/2/2017,TRUE,Approved,Norco Bicycles,Standard,medium,small,1216.14,"$1,082.36",January,$133.78
4247,579,11/8/2017,FALSE,Approved,Giant Bicycles,Standard,medium,small,1311.44,"$1,167.18",November,$144.26
4248,2542,3/31/2017,TRUE,Approved,WeareA2B,Touring,medium,large,1890.39,$260.14,March,"$1,630.25"
4249,2276,12/20/2017,TRUE,Approved,Giant Bicycles,Standard,medium,medium,1403.5,$954.82,December,$448.68
4250,590,1/4/2017,FALSE,Approved,Giant Bicycles,Road,low,small,590.26,$525.33,January,$64.93
4251,1143,6/9/2017,FALSE,Approved,WeareA2B,Standard,medium,small,175.89,$131.92,June,$43.97
4252,2017,2/18/2017,TRUE,Approved,Trek Bicycles,Standard,low,medium,1057.51,$154.40,February,$903.11
4253,3025,5/29/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1065.03,$230.09,May,$834.94
4254,3067,5/21/2017,FALSE,Approved,Giant Bicycles,Standard,medium,large,1812.75,$582.48,May,"$1,230.27"
4255,3093,5/10/2017,FALSE,Approved,Solex,Standard,low,medium,945.04,$507.58,May,$437.46
4256,3036,7/14/2017,FALSE,Approved,Solex,Touring,medium,large,2083.94,$675.03,July,"$1,408.91"
4257,2439,8/18/2017,FALSE,Approved,OHM Cycles,Standard,high,medium,227.88,$136.73,August,$91.15
4258,1259,7/10/2017,TRUE,Approved,Norco Bicycles,Road,medium,medium,543.39,$407.54,July,$135.85
4259,2330,8/27/2017,TRUE,Approved,OHM Cycles,Standard,medium,medium,912.52,$141.40,August,$771.12
4260,3442,5/8/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1228.07,$400.91,May,$827.16
4261,548,3/12/2017,TRUE,Approved,OHM Cycles,Road,medium,medium,1280.28,$829.51,March,$450.77
4262,1984,7/6/2017,TRUE,Approved,Trek Bicycles,Standard,medium,large,2091.47,$388.92,July,"$1,702.55"
4263,3344,6/10/2017,FALSE,Approved,Solex,Standard,medium,large,202.62,$151.96,June,$50.66
4264,2008,12/1/2017,FALSE,Approved,Trek Bicycles,Road,medium,medium,533.51,$400.13,December,$133.38
4265,3347,9/14/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1228.07,$400.91,September,$827.16
4266,813,10/25/2017,TRUE,Approved,OHM Cycles,Standard,high,medium,2005.66,"$1,203.40",October,$802.26
4267,1464,7/28/2017,FALSE,Approved,WeareA2B,Road,low,small,1172.78,"$1,043.77",July,$129.01
4268,968,5/1/2017,,Approved,OHM Cycles,Road,medium,small,1810,"$1,610.90",May,$199.10
4269,1324,5/14/2017,TRUE,Approved,OHM Cycles,Road,medium,medium,742.54,$667.40,May,$75.14
4270,1144,10/13/2017,TRUE,Approved,Trek Bicycles,Standard,high,medium,495.72,$297.43,October,$198.29
4271,1867,2/13/2017,FALSE,Approved,Giant Bicycles,Touring,medium,large,1873.97,$863.95,February,"$1,010.02"
4272,2262,6/21/2017,FALSE,Approved,Solex,Standard,medium,medium,71.49,$53.62,June,$17.87
4273,3151,10/1/2017,TRUE,Approved,Giant Bicycles,Standard,high,small,1977.36,"$1,759.85",October,$217.51
4274,3261,10/15/2017,TRUE,Approved,Giant Bicycles,Road,low,small,590.26,$525.33,October,$64.93
4275,890,5/27/2017,TRUE,Approved,Giant Bicycles,Standard,medium,medium,1403.5,$954.82,May,$448.68
4276,2251,1/2/2017,FALSE,Approved,Solex,Standard,low,medium,945.04,$507.58,January,$437.46
4277,1469,4/19/2017,TRUE,Approved,Norco Bicycles,Road,medium,large,1240.31,$795.10,April,$445.21
4278,1268,2/12/2017,TRUE,Approved,Trek Bicycles,Mountain,low,medium,574.64,$459.71,February,$114.93
4279,483,6/18/2017,FALSE,Approved,Trek Bicycles,Standard,medium,small,1775.81,"$1,580.47",June,$195.34
4280,1998,7/5/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1065.03,$230.09,July,$834.94
4281,2186,7/29/2017,TRUE,Approved,WeareA2B,Road,low,small,1172.78,"$1,043.77",July,$129.01
4282,2721,1/23/2017,TRUE,Approved,OHM Cycles,Standard,low,medium,1793.43,$248.82,January,"$1,544.61"
4283,539,6/18/2017,FALSE,Approved,Solex,Standard,medium,medium,575.27,$431.45,June,$143.82
4284,2727,11/11/2017,TRUE,Approved,WeareA2B,Touring,medium,large,1890.39,$260.14,November,"$1,630.25"
4285,1144,12/13/2017,TRUE,Approved,OHM Cycles,Standard,medium,medium,183.86,$137.90,December,$45.96
4286,2579,11/11/2017,TRUE,Approved,Solex,Standard,high,medium,1024.66,$614.80,November,$409.86
4287,159,10/15/2017,FALSE,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25,October,"$1,103.43"
4288,1354,9/17/2017,FALSE,Approved,Norco Bicycles,Road,high,large,774.53,$464.72,September,$309.81
4289,1897,4/10/2017,FALSE,Approved,Solex,Road,medium,medium,416.98,$312.74,April,$104.24
4290,1503,1/15/2017,TRUE,Approved,Trek Bicycles,Standard,medium,large,2091.47,$388.92,January,"$1,702.55"
4291,1438,11/11/2017,TRUE,Approved,OHM Cycles,Standard,low,medium,71.16,$56.93,November,$14.23
4292,767,8/30/2017,FALSE,Approved,OHM Cycles,Standard,medium,medium,183.86,$137.90,August,$45.96
4293,3230,10/22/2017,TRUE,Approved,Giant Bicycles,Standard,medium,medium,230.91,$173.18,October,$57.73
4294,872,7/12/2017,FALSE,Approved,Trek Bicycles,Road,medium,medium,290.62,$215.14,July,$75.48
4295,2483,6/5/2017,TRUE,Approved,OHM Cycles,Standard,high,medium,1458.17,$874.90,June,$583.27
4296,1924,12/5/2017,FALSE,Approved,Solex,Standard,medium,medium,1577.53,$826.51,December,$751.02
4297,2501,8/15/2017,TRUE,Approved,Solex,Standard,medium,medium,1577.53,$826.51,August,$751.02
4298,378,8/28/2017,FALSE,Approved,Solex,Standard,medium,large,1061.56,$733.58,August,$327.98
4299,2778,11/26/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1065.03,$230.09,November,$834.94
4300,1558,5/30/2017,FALSE,Approved,Trek Bicycles,Standard,medium,large,2091.47,$388.92,May,"$1,702.55"
4301,1520,5/2/2017,TRUE,Approved,Norco Bicycles,Standard,medium,medium,1555.58,$818.01,May,$737.57
4302,640,5/11/2017,FALSE,Approved,Norco Bicycles,Standard,medium,medium,1555.58,$818.01,May,$737.57
4303,3408,5/14/2017,FALSE,Approved,Trek Bicycles,Road,low,small,1720.7,"$1,531.42",May,$189.28
4304,2080,7/21/2017,FALSE,Approved,Giant Bicycles,Standard,high,medium,1179,$707.40,July,$471.60
4305,715,7/25/2017,TRUE,Approved,WeareA2B,Standard,low,medium,642.31,$513.85,July,$128.46
4306,3478,11/5/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1228.07,$400.91,November,$827.16
4307,559,8/11/2017,TRUE,Approved,OHM Cycles,Standard,high,medium,1458.17,$874.90,August,$583.27
4308,1719,12/11/2017,FALSE,Approved,WeareA2B,Touring,medium,large,1362.99,$57.74,December,"$1,305.25"
4309,25,5/23/2017,TRUE,Approved,Giant Bicycles,Standard,medium,large,1812.75,$582.48,May,"$1,230.27"
4310,1129,6/3/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1992.93,$762.63,June,"$1,230.30"
4311,379,7/14/2017,FALSE,Approved,Trek Bicycles,Road,low,small,1720.7,"$1,531.42",July,$189.28
4312,1714,2/26/2017,FALSE,Approved,Trek Bicycles,Standard,medium,large,2091.47,$388.92,February,"$1,702.55"
4313,1617,6/4/2017,TRUE,Approved,Trek Bicycles,Standard,medium,large,1469.44,$596.55,June,$872.89
4314,84,5/8/2017,FALSE,Approved,OHM Cycles,Standard,high,medium,2005.66,"$1,203.40",May,$802.26
4315,570,5/3/2017,FALSE,Approved,WeareA2B,Standard,medium,small,175.89,$131.92,May,$43.97
4316,2524,4/6/2017,FALSE,Approved,Norco Bicycles,Mountain,low,small,688.63,$612.88,April,$75.75
4317,1068,12/26/2017,FALSE,Approved,Giant Bicycles,Road,medium,medium,792.9,$594.68,December,$198.22
4318,1401,5/18/2017,FALSE,Approved,Norco Bicycles,Standard,low,medium,363.01,$290.41,May,$72.60
4319,1239,5/18/2017,TRUE,Approved,OHM Cycles,Standard,high,medium,227.88,$136.73,May,$91.15
4320,2302,10/23/2017,FALSE,Approved,Solex,Road,medium,large,1777.8,$820.78,October,$957.02
4321,31,3/21/2017,FALSE,Approved,Trek Bicycles,Road,low,small,1720.7,"$1,531.42",March,$189.28
4322,3420,2/16/2017,TRUE,Approved,Trek Bicycles,Road,low,small,1720.7,"$1,531.42",February,$189.28
4323,894,8/12/2017,FALSE,Approved,WeareA2B,Standard,medium,small,175.89,$131.92,August,$43.97
4324,2183,9/17/2017,FALSE,Approved,Solex,Road,medium,medium,416.98,$312.74,September,$104.24
4325,1353,1/27/2017,TRUE,Approved,Norco Bicycles,Standard,medium,medium,360.4,$270.30,January,$90.10
4326,959,7/12/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1762.96,$950.52,July,$812.44
4327,1418,3/7/2017,FALSE,Approved,Solex,Road,medium,small,1703.52,"$1,516.13",March,$187.39
4328,2344,2/28/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,752.64,$205.36,February,$547.28
4329,2121,2/22/2017,FALSE,Approved,Giant Bicycles,Road,medium,medium,792.9,$594.68,February,$198.22
4330,2130,7/13/2017,TRUE,Approved,OHM Cycles,Standard,medium,medium,795.34,$101.58,July,$693.76
4331,3084,1/22/2017,FALSE,Approved,Giant Bicycles,Road,medium,medium,792.9,$594.68,January,$198.22
4332,2078,1/25/2017,TRUE,Approved,Norco Bicycles,Road,medium,medium,544.05,$376.84,January,$167.21
4333,112,5/21/2017,TRUE,Approved,OHM Cycles,Standard,low,medium,1793.43,$248.82,May,"$1,544.61"
4334,2053,5/15/2017,TRUE,Approved,Solex,Standard,high,medium,748.17,$448.90,May,$299.27
4335,1073,3/28/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,752.64,$205.36,March,$547.28
4336,1517,5/27/2017,TRUE,Approved,Giant Bicycles,Standard,medium,medium,1403.5,$954.82,May,$448.68
4337,542,1/19/2017,FALSE,Approved,WeareA2B,Standard,medium,small,1415.01,"$1,259.36",January,$155.65
4338,2533,5/15/2017,FALSE,Approved,Norco Bicycles,Standard,high,medium,1148.64,$689.18,May,$459.46
4339,1741,4/12/2017,FALSE,Approved,,,,,813.6,,April,813.6
4340,807,4/5/2017,FALSE,Approved,Solex,Standard,low,medium,945.04,$507.58,April,$437.46
4341,2374,10/29/2017,TRUE,Approved,Trek Bicycles,Road,low,medium,980.37,$234.43,October,$745.94
4342,729,3/15/2017,TRUE,Approved,OHM Cycles,Standard,low,medium,1793.43,$248.82,March,"$1,544.61"
4343,1786,7/6/2017,FALSE,Approved,Trek Bicycles,Road,medium,medium,533.51,$400.13,July,$133.38
4344,2553,7/10/2017,,Approved,Giant Bicycles,Standard,medium,medium,1403.5,$954.82,July,$448.68
4345,2937,6/12/2017,TRUE,Approved,Trek Bicycles,Road,low,small,1720.7,"$1,531.42",June,$189.28
4346,714,7/29/2017,TRUE,Approved,OHM Cycles,Standard,medium,medium,235.63,$125.07,July,$110.56
4347,1177,4/21/2017,FALSE,Approved,Trek Bicycles,Road,medium,medium,533.51,$400.13,April,$133.38
4348,2484,9/14/2017,,Approved,OHM Cycles,Standard,low,medium,71.16,$56.93,September,$14.23
4349,1850,6/22/2017,FALSE,Approved,Giant Bicycles,Standard,medium,large,1765.3,$709.48,June,"$1,055.82"
4350,946,4/25/2017,FALSE,Approved,Norco Bicycles,Standard,medium,medium,360.4,$270.30,April,$90.10
4351,2476,11/28/2017,TRUE,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25,November,"$1,103.43"
4352,1623,7/15/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1769.64,$108.76,July,"$1,660.88"
4353,484,11/2/2017,TRUE,Cancelled,Solex,Road,medium,medium,416.98,$312.74,November,$104.24
4354,859,5/20/2017,TRUE,Approved,Solex,Standard,medium,large,1061.56,$733.58,May,$327.98
4355,646,1/26/2017,TRUE,Approved,Solex,Standard,high,medium,748.17,$448.90,January,$299.27
4356,1246,9/7/2017,FALSE,Approved,OHM Cycles,Touring,low,medium,1073.07,$933.84,September,$139.23
4357,350,8/27/2017,TRUE,Approved,Norco Bicycles,Road,medium,large,1240.31,$795.10,August,$445.21
4358,1189,7/17/2017,FALSE,Approved,Trek Bicycles,Road,low,medium,980.37,$234.43,July,$745.94
4359,3069,3/13/2017,FALSE,Approved,Trek Bicycles,Mountain,low,medium,574.64,$459.71,March,$114.93
4360,2985,9/22/2017,TRUE,Approved,Solex,Standard,medium,medium,1483.2,$99.59,September,"$1,383.61"
4361,200,3/15/2017,FALSE,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96,March,$509.97
4362,3383,12/1/2017,TRUE,Approved,Trek Bicycles,Standard,medium,large,1469.44,$596.55,December,$872.89
4363,1238,5/19/2017,TRUE,Approved,OHM Cycles,Touring,low,medium,1073.07,$933.84,May,$139.23
4364,1147,1/10/2017,FALSE,Approved,Solex,Road,medium,large,1777.8,$820.78,January,$957.02
4365,1366,8/30/2017,TRUE,Approved,Norco Bicycles,Standard,low,medium,363.01,$290.41,August,$72.60
4366,3132,3/17/2017,FALSE,Approved,Giant Bicycles,Standard,medium,large,1635.3,$993.66,March,$641.64
4367,3320,4/16/2017,TRUE,Approved,Trek Bicycles,Standard,medium,large,2091.47,$388.92,April,"$1,702.55"
4368,2508,8/12/2017,TRUE,Approved,Solex,Standard,medium,medium,441.49,$84.99,August,$356.50
4369,3494,12/26/2017,TRUE,Approved,Giant Bicycles,Road,medium,medium,1538.99,$829.65,December,$709.34
4370,1595,10/14/2017,TRUE,Approved,Solex,Road,medium,small,1703.52,"$1,516.13",October,$187.39
4371,3055,10/10/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1762.96,$950.52,October,$812.44
4372,792,3/9/2017,TRUE,Approved,Solex,Standard,medium,medium,100.35,$75.26,March,$25.09
4373,2221,6/24/2017,FALSE,Approved,Solex,Road,medium,small,1703.52,"$1,516.13",June,$187.39
4374,3286,10/17/2017,FALSE,Approved,Giant Bicycles,Road,medium,medium,1538.99,$829.65,October,$709.34
4375,232,1/2/2017,FALSE,Approved,Trek Bicycles,Road,low,medium,980.37,$234.43,January,$745.94
4376,1404,3/20/2017,FALSE,Approved,WeareA2B,Touring,medium,large,1362.99,$57.74,March,"$1,305.25"
4377,1797,10/14/2017,FALSE,Approved,Solex,Standard,medium,medium,1483.2,$99.59,October,"$1,383.61"
4378,2363,3/28/2017,FALSE,Approved,OHM Cycles,Standard,medium,medium,235.63,$125.07,March,$110.56
4379,2311,5/14/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1769.64,$108.76,May,"$1,660.88"
4380,1554,6/29/2017,FALSE,Approved,Trek Bicycles,Standard,medium,small,1775.81,"$1,580.47",June,$195.34
4381,158,6/2/2017,TRUE,Approved,Solex,Standard,medium,medium,575.27,$431.45,June,$143.82
4382,3158,10/24/2017,TRUE,Approved,Solex,Road,medium,small,1703.52,"$1,516.13",October,$187.39
4383,3382,9/19/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1807.45,$778.69,September,"$1,028.76"
4384,3012,12/27/2017,FALSE,Approved,Solex,Touring,medium,large,2083.94,$675.03,December,"$1,408.91"
4385,1140,9/18/2017,,Approved,Solex,Touring,medium,large,2083.94,$675.03,September,"$1,408.91"
4386,519,4/7/2017,FALSE,Approved,Giant Bicycles,Standard,medium,large,1812.75,$582.48,April,"$1,230.27"
4387,205,5/5/2017,TRUE,Approved,Norco Bicycles,Road,medium,medium,544.05,$376.84,May,$167.21
4388,1032,7/27/2017,TRUE,Approved,Solex,Standard,low,medium,945.04,$507.58,July,$437.46
4389,61,6/5/2017,FALSE,Approved,WeareA2B,Touring,medium,large,1890.39,$260.14,June,"$1,630.25"
4390,2689,8/4/2017,TRUE,Approved,Norco Bicycles,Standard,medium,medium,360.4,$270.30,August,$90.10
4391,2383,1/14/2017,FALSE,Approved,Giant Bicycles,Touring,medium,large,1873.97,$863.95,January,"$1,010.02"
4392,3079,2/9/2017,TRUE,Approved,Giant Bicycles,Standard,medium,large,1812.75,$582.48,February,"$1,230.27"
4393,1025,10/27/2017,FALSE,Approved,Giant Bicycles,Standard,medium,large,1635.3,$993.66,October,$641.64
4394,113,1/4/2017,TRUE,Approved,Giant Bicycles,Standard,medium,medium,642.7,$211.37,January,$431.33
4395,3495,12/12/2017,TRUE,Approved,Giant Bicycles,Standard,high,medium,1179,$707.40,December,$471.60
4396,2384,1/26/2017,TRUE,Approved,Norco Bicycles,Standard,low,medium,958.74,$748.90,January,$209.84
4397,3106,5/19/2017,TRUE,Approved,Solex,Standard,medium,medium,441.49,$84.99,May,$356.50
4398,700,2/14/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1992.93,$762.63,February,"$1,230.30"
4399,1479,9/5/2017,FALSE,Approved,Trek Bicycles,Standard,high,medium,358.39,$215.03,September,$143.36
4400,2769,6/20/2017,FALSE,Approved,OHM Cycles,Standard,medium,medium,235.63,$125.07,June,$110.56
4401,1374,11/21/2017,TRUE,Approved,Giant Bicycles,Touring,medium,large,1873.97,$863.95,November,"$1,010.02"
4402,2539,9/17/2017,FALSE,Approved,Solex,Standard,medium,medium,1945.43,$333.18,September,"$1,612.25"
4403,2693,11/24/2017,TRUE,Approved,Norco Bicycles,Road,high,large,774.53,$464.72,November,$309.81
4404,2631,6/16/2017,FALSE,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96,June,$509.97
4405,325,8/10/2017,FALSE,Approved,,,,,1833.17,,August,1833.17
4406,1832,6/27/2017,TRUE,Approved,Trek Bicycles,Road,medium,large,1894.19,$598.76,June,"$1,295.43"
4407,1249,6/7/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1992.93,$762.63,June,"$1,230.30"
4408,99,10/1/2017,TRUE,Approved,Norco Bicycles,Road,high,large,774.53,$464.72,October,$309.81
4409,544,1/23/2017,TRUE,Approved,Norco Bicycles,Road,medium,medium,544.05,$376.84,January,$167.21
4410,3194,10/5/2017,TRUE,Approved,Giant Bicycles,Road,medium,medium,792.9,$594.68,October,$198.22
4411,3020,9/27/2017,TRUE,Approved,Solex,Standard,low,medium,945.04,$507.58,September,$437.46
4412,1638,2/12/2017,TRUE,Approved,OHM Cycles,Standard,medium,medium,1636.9,$44.71,February,"$1,592.19"
4413,716,5/9/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1807.45,$778.69,May,"$1,028.76"
4414,2214,1/8/2017,FALSE,Approved,Giant Bicycles,Road,medium,medium,792.9,$594.68,January,$198.22
4415,1989,2/25/2017,FALSE,Approved,Giant Bicycles,Standard,medium,large,1635.3,$993.66,February,$641.64
4416,2114,4/2/2017,TRUE,Approved,Giant Bicycles,Standard,high,small,1977.36,"$1,759.85",April,$217.51
4417,1848,3/8/2017,TRUE,Approved,Trek Bicycles,Standard,medium,large,2091.47,$388.92,March,"$1,702.55"
4418,3408,6/27/2017,FALSE,Approved,Solex,Standard,medium,large,202.62,$151.96,June,$50.66
4419,1256,7/28/2017,TRUE,Approved,Solex,Standard,medium,medium,478.16,$298.72,July,$179.44
